



,,,,,,,,,,,,Block 2,,,,,,,,,,,,,,,,,Block 3,,,,,,,,,,,,,,,,,Block 10,,,,,,,,,,,,,,,,,Block 11,,
,,300,0.40,120,2.50,0.374,254,679,81497,150,17662.5,0.038,4.614,95,,,,,300,0.40,120,2.50,0.374,290,775,93048,150,17662.5,0.044,5.268,114,,,,,300,0.40,120,2.50,0.374,299,799,95936,140,15386,0.052,6.235,134,,,,,300,0.40,120,2.50,0.374,298,797,95615,145,16504.625,0.048,5.793,52
,,,,,,,262,701,84064,150,17662.5,0.040,4.759,236,,,,,,,,,,290,775,93048,150,17662.5,0.044,5.268,112,,,,,,,,,,295,789,94652,140,15386,0.051,6.152,198,,,,,,,,,,307,821,98503,140,15386,0.053,6.402,70
,,,,,,,266,711,85348,150,17662.5,0.040,4.832,108,,,,,,,,,,281,751,90160,150,17662.5,0.043,5.105,103,,,,,,,,,,283,757,90802,140,15386,0.049,5.902,13,,,,,,,,,,290,775,93048,145,16504.625,0.047,5.638,-67
,,,,,,,260,695,83422,150,17662.5,0.039,4.723,52,,,,,,,,,,273,730,87594,145,16504.625,0.044,5.307,64,,,,,,,,,,282,754,90481,140,15386,0.049,5.881,147,,,,,,,,,,283,757,90802,140,15386,0.049,5.902,-15
,,,,,,,264,706,84706,145,16504.625,0.043,5.132,87,,,,,,,,,,276,738,88556,145,16504.625,0.045,5.366,23,,,,,,,,,,235,628,75401,140,15386,0.041,4.901,257,,,,,,,,,,214,572,68663,140,15386,0.037,4.463,121
,,,,,,,264,706,84706,145,16504.625,0.043,5.132,108,,,,,,,,,,282,754,90481,145,16504.625,0.046,5.482,55,,,,,,,,,,242,647,77647,140,15386,0.042,5.047,94,,,,,,,,,,214,572,68663,145,16504.625,0.035,4.160,55
10,α2-6 SiaLac,150,0.41,62,2.44,0.276,271,982,60877,140,15386,0.064,3.957,62,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,318,1152,71435,140,15386,0.075,4.643,-32,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,257,931,57732,135,14306.625,0.065,4.035,384,,,10,α2-6 SiaLac,150,0.41,62,2.44,0.276,320,1159,71884,130,13266.5,0.087,5.418,247
,,,,,,,259,938,58181,135,14306.625,0.066,4.067,125,,,,,,,,,,324,1174,72783,140,15386,0.076,4.730,2,,,,,,,,,,229,830,51442,145,16504.625,0.050,3.117,130,,,,,,,,,,329,1192,73906,130,13266.5,0.090,5.571,-32
,,,,,,,285,1033,64022,135,14306.625,0.072,4.475,106,,,,,,,,,,327,1185,73457,135,14306.625,0.083,5.134,-1,,,,,,,,,,238,862,53464,140,15386,0.056,3.475,380,,,,,,,,,,317,1149,71210,130,13266.5,0.087,5.368,235
,,,,,,,280,1014,62899,135,14306.625,0.071,4.396,68,,,,,,,,,,319,1156,71659,140,15386,0.075,4.657,-21,,,,,,,,,,205,743,46051,140,15386,0.048,2.993,451,,,,,,,,,,301,1091,67616,130,13266.5,0.082,5.097,255
,,,,,,,295,1069,66268,135,14306.625,0.075,4.632,36,,,,,,,,,,315,1141,70761,135,14306.625,0.080,4.946,38,,,,,,,,,,205,743,46051,140,15386,0.048,2.993,236,,,,,,,,,,229,830,51442,135,14306.625,0.058,3.596,48
,,,,,,,292,1058,65594,135,14306.625,0.074,4.585,104,,,,,,,,,,309,1120,69413,140,15386,0.073,4.511,57,,,,,,,,,,219,793,49196,135,14306.625,0.055,3.439,459,,,,,,,,,,234,848,52565,135,14306.625,0.059,3.674,408
,,200,0.55,110,1.82,0.408,793,1944,213799,140,15386,0.126,13.896,530,,,,,200,0.55,110,1.82,0.408,818,2005,220539,145,16504.625,0.121,13.362,375,,,,,200,0.55,110,1.82,0.408,658,1613,177402,150,17662.5,0.091,10.044,735,,,,,200,0.55,110,1.82,0.408,641,1571,172819,145,16504.625,0.095,10.471,238
,,,,,,,757,1855,204093,145,16504.625,0.112,12.366,514,,,,,,,,,,830,2034,223775,145,16504.625,0.123,13.558,331,,,,,,,,,,612,1500,165000,150,17662.5,0.085,9.342,457,,,,,,,,,,652,1598,175784,145,16504.625,0.097,10.651,241
,,,,,,,800,1961,215686,145,16504.625,0.119,13.068,581,,,,,,,,,,825,2022,222426,145,16504.625,0.123,13.477,313,,,,,,,,,,582,1426,156912,150,17662.5,0.081,8.884,575,,,,,,,,,,661,1620,178211,145,16504.625,0.098,10.798,261
,,,,,,,792,1941,213529,145,16504.625,0.118,12.938,549,,,,,,,,,,837,2051,225662,145,16504.625,0.124,13.673,252,,,,,,,,,,572,1402,154216,150,17662.5,0.079,8.731,655,,,,,,,,,,623,1527,167966,150,17662.5,0.086,9.510,219
,,,,,,,801,1963,215956,145,16504.625,0.119,13.085,384,,,,,,,,,,843,2066,227279,145,16504.625,0.125,13.771,384,,,,,,,,,,567,1390,152868,145,16504.625,0.084,9.262,775,,,,,,,,,,570,1397,153676,145,16504.625,0.085,9.311,286
,,,,,,,802,1966,216225,145,16504.625,0.119,13.101,509,,,,,,,,,,833,2042,224583,145,16504.625,0.124,13.607,504,,,,,,,,,,533,1306,143701,150,17662.5,0.074,8.136,590,,,,,,,,,,512,1255,138039,145,16504.625,0.076,8.364,407
,,300,0.40,120,2.50,0.374,375,1003,120321,145,16504.625,0.061,7.290,197,,,,,300,0.40,120,2.50,0.374,403,1078,129305,150,17662.5,0.061,7.321,146,,,,,300,0.40,120,2.50,0.374,343,917,110053,145,16504.625,0.056,6.668,182,,,,,300,0.40,120,2.50,0.374,362,968,116150,145,16504.625,0.059,7.037,106
,,,,,,,356,952,114225,145,16504.625,0.058,6.921,206,,,,,,,,,,408,1091,130909,145,16504.625,0.066,7.932,113,,,,,,,,,,327,874,104920,155,18859.625,0.046,5.563,169,,,,,,,,,,389,1040,124813,140,15386,0.068,8.112,119
,,,,,,,374,1000,120000,145,16504.625,0.061,7.271,161,,,,,,,,,,404,1080,129626,145,16504.625,0.065,7.854,42,,,,,,,,,,323,864,103636,150,17662.5,0.049,5.868,253,,,,,,,,,,367,981,117754,140,15386,0.064,7.653,78
,,,,,,,376,1005,120642,145,16504.625,0.061,7.310,206,,,,,,,,,,405,1083,129947,150,17662.5,0.061,7.357,70,,,,,,,,,,326,872,104599,145,16504.625,0.053,6.338,365,,,,,,,,,,344,920,110374,145,16504.625,0.056,6.687,171
,,,,,,,378,1011,121283,145,16504.625,0.061,7.348,201,,,,,,,,,,410,1096,131551,145,16504.625,0.066,7.971,154,,,,,,,,,,317,848,101711,145,16504.625,0.051,6.163,515,,,,,,,,,,325,869,104278,145,16504.625,0.053,6.318,201
,,,,,,,376,1005,120642,140,15386,0.065,7.841,217,,,,,,,,,,405,1083,129947,145,16504.625,0.066,7.873,185,,,,,,,,,,314,840,100749,145,16504.625,0.051,6.104,458,,,,,,,,,,319,853,102353,145,16504.625,0.052,6.201,267
1,α2-3 SiaLac,150,0.40,60,2.50,0.276,172,623,37391,150,17662.5,0.035,2.117,679,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,147,533,31957,150,17662.5,0.030,1.809,754,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,166,601,36087,140,15386,0.039,2.345,793,,,1,α2-3 SiaLac,150,0.40,60,2.50,0.276,145,525,31522,140,15386,0.034,2.049,970
,,,,,,,166,601,36087,150,17662.5,0.034,2.043,748,,,,,,,,,,153,554,33261,145,16504.625,0.034,2.015,730,,,,,,,,,,159,576,34565,140,15386,0.037,2.247,1210,,,,,,,,,,149,540,32391,140,15386,0.035,2.105,936
,,,,,,,169,612,36739,145,16504.625,0.037,2.226,823,,,,,,,,,,146,529,31739,150,17662.5,0.030,1.797,515,,,,,,,,,,164,594,35652,140,15386,0.039,2.317,1188,,,,,,,,,,145,525,31522,145,16504.625,0.032,1.910,824
,,,,,,,158,572,34348,145,16504.625,0.035,2.081,571,,,,,,,,,,153,554,33261,145,16504.625,0.034,2.015,463,,,,,,,,,,161,583,35000,145,16504.625,0.035,2.121,1373,,,,,,,,,,159,576,34565,140,15386,0.037,2.247,697
,,,,,,,154,558,33478,145,16504.625,0.034,2.028,770,,,,,,,,,,147,533,31957,150,17662.5,0.030,1.809,786,,,,,,,,,,170,616,36957,140,15386,0.040,2.402,1654,,,,,,,,,,151,547,32826,145,16504.625,0.033,1.989,607
,,,,,,,141,511,30652,150,17662.5,0.029,1.735,307,,,,,,,,,,150,543,32609,145,16504.625,0.033,1.976,401,,,,,,,,,,171,620,37174,135,14306.625,0.043,2.598,1681,,,,,,,,,,159,576,34565,145,16504.625,0.035,2.094,594
,,200,0.58,116,1.72,0.408,309,757,87853,145,16504.625,0.046,5.323,879,,,,,200,0.58,116,1.72,0.408,287,703,81598,140,15386,0.046,5.303,1166,,,,,200,0.58,116,1.72,0.408,302,740,85863,135,14306.625,0.052,6.002,1600,,,,,200,0.58,116,1.72,0.408,273,669,77618,135,14306.625,0.047,5.425,2103
,,,,,,,306,750,87000,145,16504.625,0.045,5.271,982,,,,,,,,,,279,684,79324,145,16504.625,0.041,4.806,1051,,,,,,,,,,322,789,91549,135,14306.625,0.055,6.399,829,,,,,,,,,,279,684,79324,135,14306.625,0.048,5.545,461
,,,,,,,302,740,85863,145,16504.625,0.045,5.202,851,,,,,,,,,,279,684,79324,145,16504.625,0.041,4.806,936,,,,,,,,,,302,740,85863,140,15386,0.048,5.581,1774,,,,,,,,,,291,713,82735,135,14306.625,0.050,5.783,1252
,,,,,,,301,738,85578,145,16504.625,0.045,5.185,786,,,,,,,,,,300,735,85294,145,16504.625,0.045,5.168,767,,,,,,,,,,319,782,90696,135,14306.625,0.055,6.339,1558,,,,,,,,,,280,686,79608,135,14306.625,0.048,5.564,1042
,,,,,,,287,703,81598,140,15386,0.046,5.303,810,,,,,,,,,,290,711,82451,140,15386,0.046,5.359,952,,,,,,,,,,321,787,91265,135,14306.625,0.055,6.379,2159,,,,,,,,,,302,740,85863,135,14306.625,0.052,6.002,1242
,,,,,,,266,652,75627,140,15386,0.042,4.915,855,,,,,,,,,,300,735,85294,145,16504.625,0.045,5.168,1000,,,,,,,,,,310,760,88137,135,14306.625,0.053,6.161,2695,,,,,,,,,,292,716,83020,130,13266.5,0.054,6.258,1235
,,300,0.49,147,2.04,0.558,79,142,20812,135,14306.625,0.010,1.455,845,,,,,300,0.49,147,2.04,0.558,73,131,19231,140,15386,0.009,1.250,977,,,,,300,0.49,147,2.04,0.558,74,133,19495,130,13266.5,0.010,1.469,1138,,,,,300,0.49,147,2.04,0.558,71,127,18704,130,13266.5,0.010,1.410,1774
,,,,,,,73,131,19231,140,15386,0.009,1.250,1015,,,,,,,,,,65,116,17124,140,15386,0.008,1.113,816,,,,,,,,,,79,142,20812,125,12265.625,0.012,1.697,1110,,,,,,,,,,67,120,17651,125,12265.625,0.010,1.439,2018
,,,,,,,75,134,19758,140,15386,0.009,1.284,1024,,,,,,,,,,68,122,17914,140,15386,0.008,1.164,750,,,,,,,,,,80,143,21075,130,13266.5,0.011,1.589,1359,,,,,,,,,,68,122,17914,130,13266.5,0.009,1.350,1669
,,,,,,,73,131,19231,135,14306.625,0.009,1.344,935,,,,,,,,,,70,125,18441,135,14306.625,0.009,1.289,843,,,,,,,,,,77,138,20285,130,13266.5,0.010,1.529,1248,,,,,,,,,,67,120,17651,130,13266.5,0.009,1.330,1348
,,,,,,,69,124,18177,135,14306.625,0.009,1.271,840,,,,,,,,,,68,122,17914,135,14306.625,0.009,1.252,703,,,,,,,,,,76,136,20022,130,13266.5,0.010,1.509,1332,,,,,,,,,,67,120,17651,130,13266.5,0.009,1.330,1287
,,,,,,,64,115,16860,140,15386,0.007,1.096,764,,,,,,,,,,66,118,17387,140,15386,0.008,1.130,623,,,,,,,,,,83,149,21866,125,12265.625,0.012,1.783,1643,,,,,,,,,,69,124,18177,125,12265.625,0.010,1.482,1300
5,α2-3 SiaLac,150,0.40,60,2.50,0.276,286,1036,62174,150,17662.5,0.059,3.520,680,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,358,1297,77826,150,17662.5,0.073,4.406,769,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,385,1395,83696,140,15386,0.091,5.440,1722,,,5,α2-3 SiaLac,150,0.40,60,2.50,0.276,382,1384,83043,140,15386,0.090,5.397,499
,,,,,,,310,1123,67391,150,17662.5,0.064,3.816,746,,,,,,,,,,365,1322,79348,145,16504.625,0.080,4.808,822,,,,,,,,,,374,1355,81304,140,15386,0.088,5.284,1301,,,,,,,,,,351,1272,76304,140,15386,0.083,4.959,455
,,,,,,,316,1145,68696,145,16504.625,0.069,4.162,857,,,,,,,,,,360,1304,78261,145,16504.625,0.079,4.742,739,,,,,,,,,,361,1308,78478,140,15386,0.085,5.101,1523,,,,,,,,,,373,1351,81087,140,15386,0.088,5.270,583
,,,,,,,314,1138,68261,150,17662.5,0.064,3.865,881,,,,,,,,,,349,1264,75870,145,16504.625,0.077,4.597,789,,,,,,,,,,386,1399,83913,140,15386,0.091,5.454,1421,,,,,,,,,,383,1388,83261,140,15386,0.090,5.411,822
,,,,,,,302,1094,65652,145,16504.625,0.066,3.978,979,,,,,,,,,,329,1192,71522,145,16504.625,0.072,4.333,652,,,,,,,,,,379,1373,82391,135,14306.625,0.096,5.759,1671,,,,,,,,,,267,967,58043,140,15386,0.063,3.772,582
,,,,,,,320,1159,69565,140,15386,0.075,4.521,995,,,,,,,,,,336,1217,73043,145,16504.625,0.074,4.426,604,,,,,,,,,,322,1167,70000,140,15386,0.076,4.550,1339,,,,,,,,,,269,975,58478,135,14306.625,0.068,4.087,603
,,200,0.58,116,1.72,0.408,489,1199,139029,140,15386,0.078,9.036,1260,,,,,200,0.58,116,1.72,0.408,565,1385,160637,140,15386,0.090,10.440,1570,,,,,200,0.58,116,1.72,0.408,599,1468,170304,135,14306.625,0.103,11.904,2964,,,,,200,0.58,116,1.72,0.408,570,1397,162059,140,15386,0.091,10.533,1595
,,,,,,,495,1213,140735,145,16504.625,0.074,8.527,1357,,,,,,,,,,575,1409,163480,140,15386,0.092,10.625,1764,,,,,,,,,,597,1463,169735,135,14306.625,0.102,11.864,2612,,,,,,,,,,584,1431,166039,135,14306.625,0.100,11.606,1259
,,,,,,,498,1221,141588,145,16504.625,0.074,8.579,1445,,,,,,,,,,546,1338,155235,140,15386,0.087,10.089,1702,,,,,,,,,,590,1446,167745,135,14306.625,0.101,11.725,2766,,,,,,,,,,581,1424,165186,135,14306.625,0.100,11.546,1167
,,,,,,,495,1213,140735,140,15386,0.079,9.147,1573,,,,,,,,,,544,1333,154667,140,15386,0.087,10.052,1646,,,,,,,,,,591,1449,168029,130,13266.5,0.109,12.666,3159,,,,,,,,,,567,1390,161206,135,14306.625,0.097,11.268,1070
,,,,,,,510,1250,145000,140,15386,0.081,9.424,1567,,,,,,,,,,538,1319,152961,140,15386,0.086,9.942,1411,,,,,,,,,,558,1368,158647,135,14306.625,0.096,11.089,2273,,,,,,,,,,389,953,110598,145,16504.625,0.058,6.701,1190
,,,,,,,517,1267,146990,135,14306.625,0.089,10.274,1713,,,,,,,,,,544,1333,154667,140,15386,0.087,10.052,1329,,,,,,,,,,525,1287,149265,135,14306.625,0.090,10.433,3049,,,,,,,,,,353,865,100363,145,16504.625,0.052,6.081,1074
,,300,0.49,147,2.04,0.558,247,443,65070,135,14306.625,0.031,4.548,713,,,,,300,0.49,147,2.04,0.558,277,496,72973,135,14306.625,0.035,5.101,657,,,,,300,0.49,147,2.04,0.558,362,649,95366,130,13266.5,0.049,7.188,1405,,,,,300,0.49,147,2.04,0.558,355,636,93522,130,13266.5,0.048,7.049,1173
,,,,,,,241,432,63489,140,15386,0.028,4.126,734,,,,,,,,,,277,496,72973,135,14306.625,0.035,5.101,760,,,,,,,,,,350,627,92204,130,13266.5,0.047,6.950,1651,,,,,,,,,,351,629,92468,130,13266.5,0.047,6.970,1112
,,,,,,,247,443,65070,135,14306.625,0.031,4.548,635,,,,,,,,,,261,468,68758,135,14306.625,0.033,4.806,745,,,,,,,,,,348,624,91677,130,13266.5,0.047,6.910,1536,,,,,,,,,,342,613,90097,130,13266.5,0.046,6.791,1093
,,,,,,,243,435,64016,135,14306.625,0.030,4.475,725,,,,,,,,,,280,502,73763,140,15386,0.033,4.794,765,,,,,,,,,,345,618,90887,130,13266.5,0.047,6.851,1202,,,,,,,,,,321,575,84565,130,13266.5,0.043,6.374,933
,,,,,,,245,439,64543,135,14306.625,0.031,4.511,854,,,,,,,,,,272,487,71656,135,14306.625,0.034,5.009,774,,,,,,,,,,325,582,85618,130,13266.5,0.044,6.454,1509,,,,,,,,,,299,536,78769,130,13266.5,0.040,5.937,887
,,,,,,,249,446,65597,135,14306.625,0.031,4.585,920,,,,,,,,,,279,500,73500,135,14306.625,0.035,5.137,684,,,,,,,,,,313,561,82457,130,13266.5,0.042,6.215,1727,,,,,,,,,,273,489,71919,130,13266.5,0.037,5.421,1271
10,α2-3 SiaLac,150,0.40,60,2.50,0.276,293,1062,63696,140,15386,0.069,4.140,1045,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,334,1210,72609,140,15386,0.079,4.719,649,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,288,1043,62609,135,14306.625,0.073,4.376,1585,,,10,α2-3 SiaLac,150,0.40,60,2.50,0.276,239,866,51957,140,15386,0.056,3.377,530
,,,,,,,288,1043,62609,135,14306.625,0.073,4.376,984,,,,,,,,,,328,1188,71304,140,15386,0.077,4.634,582,,,,,,,,,,242,877,52609,140,15386,0.057,3.419,1597,,,,,,,,,,250,906,54348,135,14306.625,0.063,3.799,708
,,,,,,,307,1112,66739,135,14306.625,0.078,4.665,1077,,,,,,,,,,334,1210,72609,140,15386,0.079,4.719,468,,,,,,,,,,244,884,53043,140,15386,0.057,3.448,1590,,,,,,,,,,255,924,55435,140,15386,0.060,3.603,595
,,,,,,,315,1141,68478,135,14306.625,0.080,4.786,1137,,,,,,,,,,327,1185,71087,140,15386,0.077,4.620,753,,,,,,,,,,243,880,52826,145,16504.625,0.053,3.201,1722,,,,,,,,,,268,971,58261,140,15386,0.063,3.787,831
,,,,,,,317,1149,68913,135,14306.625,0.080,4.817,984,,,,,,,,,,323,1170,70217,140,15386,0.076,4.564,1103,,,,,,,,,,238,862,51739,140,15386,0.056,3.363,1835,,,,,,,,,,246,891,53478,140,15386,0.058,3.476,1059
,,,,,,,319,1156,69348,135,14306.625,0.081,4.847,1266,,,,,,,,,,338,1225,73478,135,14306.625,0.086,5.136,1395,,,,,,,,,,240,870,52174,145,16504.625,0.053,3.161,1657,,,,,,,,,,237,859,51522,140,15386,0.056,3.349,1820
,,200,0.58,116,1.72,0.408,733,1797,208402,135,14306.625,0.126,14.567,1751,,,,,200,0.58,116,1.72,0.408,750,1838,213235,140,15386,0.119,13.859,1379,,,,,200,0.58,116,1.72,0.408,655,1605,186225,140,15386,0.104,12.104,2983,,,,,200,0.58,116,1.72,0.408,564,1382,160353,140,15386,0.090,10.422,1615
,,,,,,,710,1740,201863,140,15386,0.113,13.120,1706,,,,,,,,,,771,1890,219206,140,15386,0.123,14.247,1117,,,,,,,,,,633,1551,179971,135,14306.625,0.108,12.580,3004,,,,,,,,,,517,1267,146990,135,14306.625,0.089,10.274,1423
,,,,,,,707,1733,201010,140,15386,0.113,13.064,1773,,,,,,,,,,760,1863,216078,140,15386,0.121,14.044,1142,,,,,,,,,,587,1439,166892,140,15386,0.094,10.847,3075,,,,,,,,,,527,1292,149833,140,15386,0.084,9.738,1312
,,,,,,,733,1797,208402,135,14306.625,0.126,14.567,1956,,,,,,,,,,774,1897,220059,140,15386,0.123,14.303,1919,,,,,,,,,,592,1451,168314,140,15386,0.094,10.939,2944,,,,,,,,,,520,1275,147843,140,15386,0.083,9.609,1436
,,,,,,,724,1775,205843,135,14306.625,0.124,14.388,1957,,,,,,,,,,767,1880,218069,140,15386,0.122,14.173,2161,,,,,,,,,,535,1311,152108,140,15386,0.085,9.886,2817,,,,,,,,,,488,1196,138745,140,15386,0.078,9.018,1853
,,,,,,,741,1816,210676,135,14306.625,0.127,14.726,2082,,,,,,,,,,766,1877,217784,140,15386,0.122,14.155,2331,,,,,,,,,,507,1243,144147,145,16504.625,0.075,8.734,3141,,,,,,,,,,464,1137,131922,145,16504.625,0.069,7.993,2964
,,300,0.49,147,2.04,0.558,2738,4907,721301,140,15386,0.319,46.880,373,,,,,300,0.49,147,2.04,0.558,2688,4817,708129,145,16504.625,0.292,42.905,357,,,,,300,0.49,147,2.04,0.558,3607,6464,950231,130,13266.5,0.487,71.626,588,,,,,300,0.49,147,2.04,0.558,3164,5670,833527,135,14306.625,0.396,58.262,373
,,,,,,,2716,4867,715505,140,15386,0.316,46.504,379,,,,,,,,,,2867,5138,755285,140,15386,0.334,49.089,268,,,,,,,,,,3357,6016,884371,130,13266.5,0.453,66.662,574,,,,,,,,,,3129,5608,824306,135,14306.625,0.392,57.617,343
,,,,,,,2654,4756,699172,150,17662.5,0.269,39.585,418,,,,,,,,,,2895,5188,762661,135,14306.625,0.363,53.308,394,,,,,,,,,,3376,6050,889376,130,13266.5,0.456,67.039,716,,,,,,,,,,3102,5559,817194,135,14306.625,0.389,57.120,358
,,,,,,,2820,5054,742903,140,15386,0.328,48.284,440,,,,,,,,,,2804,5025,738688,140,15386,0.327,48.010,508,,,,,,,,,,3112,5577,819828,135,14306.625,0.390,57.304,1555,,,,,,,,,,3298,5910,868828,135,14306.625,0.413,60.729,343
,,,,,,,2843,5095,748962,140,15386,0.331,48.678,478,,,,,,,,,,2836,5082,747118,135,14306.625,0.355,52.222,569,,,,,,,,,,3203,5740,843801,135,14306.625,0.401,58.980,1087,,,,,,,,,,3331,5970,877522,135,14306.625,0.417,61.337,524
,,,,,,,2905,5206,765296,135,14306.625,0.364,53.492,625,,,,,,,,,,2407,4314,634102,155,18859.625,0.229,33.622,543,,,,,,,,,,3278,5875,863559,130,13266.5,0.443,65.093,1670,,,,,,,,,,3575,6407,941801,130,13266.5,0.483,70.991,649
1,Lac,150,0.44,66,2.27,0.276,476,1725,113826,145,16504.625,0.104,6.897,398,,,1,Lac,150,0.44,66,2.27,0.276,467,1692,111674,145,16504.625,0.103,6.766,496,,,1,Lac,150,0.44,66,2.27,0.276,519,1880,124109,135,14306.625,0.131,8.675,590,,,1,Lac,150,0.44,66,2.27,0.276,529,1917,126500,135,14306.625,0.134,8.842,651
,,,,,,,459,1663,109761,140,15386,0.108,7.134,200,,,,,,,,,,479,1736,114543,140,15386,0.113,7.445,486,,,,,,,,,,518,1877,123870,130,13266.5,0.141,9.337,562,,,,,,,,,,504,1826,120522,140,15386,0.119,7.833,602
,,,,,,,466,1688,111435,140,15386,0.110,7.243,340,,,,,,,,,,472,1710,112870,145,16504.625,0.104,6.839,356,,,,,,,,,,518,1877,123870,135,14306.625,0.131,8.658,438,,,,,,,,,,522,1891,124826,135,14306.625,0.132,8.725,626
,,,,,,,468,1696,111913,140,15386,0.110,7.274,355,,,,,,,,,,493,1786,117891,145,16504.625,0.108,7.143,403,,,,,,,,,,514,1862,122913,135,14306.625,0.130,8.591,429,,,,,,,,,,520,1884,124348,135,14306.625,0.132,8.692,631
,,,,,,,475,1721,113587,140,15386,0.112,7.382,356,,,,,,,,,,486,1761,116217,140,15386,0.114,7.553,356,,,,,,,,,,528,1913,126261,135,14306.625,0.134,8.825,502,,,,,,,,,,530,1920,126739,135,14306.625,0.134,8.859,604
,,,,,,,465,1685,111196,140,15386,0.110,7.227,324,,,,,,,,,,505,1830,120761,140,15386,0.119,7.849,423,,,,,,,,,,538,1949,128652,130,13266.5,0.147,9.698,565,,,,,,,,,,537,1946,128413,135,14306.625,0.136,8.976,596
,,200,0.57,114,1.75,0.408,698,1711,195029,145,16504.625,0.104,11.817,425,,,,,200,0.57,114,1.75,0.408,706,1730,197265,145,16504.625,0.105,11.952,568,,,,,200,0.57,114,1.75,0.408,764,1873,213471,135,14306.625,0.131,14.921,578,,,,,200,0.57,114,1.75,0.408,754,1848,210676,135,14306.625,0.129,14.726,560
,,,,,,,701,1718,195868,145,16504.625,0.104,11.867,316,,,,,,,,,,701,1718,195868,145,16504.625,0.104,11.867,486,,,,,,,,,,758,1858,211794,140,15386,0.121,13.765,459,,,,,,,,,,744,1824,207882,135,14306.625,0.127,14.530,542
,,,,,,,705,1728,196985,140,15386,0.112,12.803,310,,,,,,,,,,687,1684,191956,145,16504.625,0.102,11.630,489,,,,,,,,,,769,1885,214868,135,14306.625,0.132,15.019,380,,,,,,,,,,747,1831,208721,135,14306.625,0.128,14.589,622
,,,,,,,708,1735,197824,140,15386,0.113,12.857,220,,,,,,,,,,708,1735,197824,145,16504.625,0.105,11.986,480,,,,,,,,,,747,1831,208721,135,14306.625,0.128,14.589,486,,,,,,,,,,759,1860,212074,135,14306.625,0.130,14.823,630
,,,,,,,706,1730,197265,140,15386,0.112,12.821,261,,,,,,,,,,720,1765,201176,140,15386,0.115,13.075,550,,,,,,,,,,762,1868,212912,135,14306.625,0.131,14.882,544,,,,,,,,,,760,1863,212353,135,14306.625,0.130,14.843,639
,,,,,,,705,1728,196985,145,16504.625,0.105,11.935,338,,,,,,,,,,743,1821,207603,140,15386,0.118,13.493,555,,,,,,,,,,784,1922,219059,135,14306.625,0.134,15.312,579,,,,,,,,,,788,1931,220176,135,14306.625,0.135,15.390,469
,,300,0.52,156,1.92,0.374,510,1364,212727,140,15386,0.089,13.826,401,,,,,300,0.52,156,1.92,0.374,544,1455,226909,135,14306.625,0.102,15.860,482,,,,,300,0.52,156,1.92,0.374,597,1596,249016,135,14306.625,0.112,17.406,678,,,,,300,0.52,156,1.92,0.374,594,1588,247765,135,14306.625,0.111,17.318,522
,,,,,,,495,1324,206471,140,15386,0.086,13.419,417,,,,,,,,,,530,1417,221070,140,15386,0.092,14.368,422,,,,,,,,,,607,1623,253187,135,14306.625,0.113,17.697,576,,,,,,,,,,606,1620,252770,135,14306.625,0.113,17.668,586
,,,,,,,512,1369,213561,140,15386,0.089,13.880,404,,,,,,,,,,526,1406,219401,135,14306.625,0.098,15.336,512,,,,,,,,,,606,1620,252770,135,14306.625,0.113,17.668,436,,,,,,,,,,613,1639,255690,130,13266.5,0.124,19.273,596
,,,,,,,498,1332,207722,140,15386,0.087,13.501,439,,,,,,,,,,538,1439,224406,140,15386,0.093,14.585,521,,,,,,,,,,603,1612,251519,135,14306.625,0.113,17.581,549,,,,,,,,,,603,1612,251519,130,13266.5,0.122,18.959,645
,,,,,,,496,1326,206888,140,15386,0.086,13.446,435,,,,,,,,,,513,1372,213979,135,14306.625,0.096,14.957,555,,,,,,,,,,638,1706,266118,135,14306.625,0.119,18.601,597,,,,,,,,,,635,1698,264866,130,13266.5,0.128,19.965,497
,,,,,,,508,1358,211893,140,15386,0.088,13.772,289,,,,,,,,,,550,1471,229412,140,15386,0.096,14.910,557,,,,,,,,,,638,1706,266118,135,14306.625,0.119,18.601,647,,,,,,,,,,636,1701,265283,130,13266.5,0.128,19.996,679
5,Lac,150,0.44,66,2.27,0.276,2443,8851,584196,140,15386,0.575,37.969,299,,,5,Lac,150,0.44,66,2.27,0.276,2495,9040,596630,140,15386,0.588,38.777,499,,,5,Lac,150,0.44,66,2.27,0.276,2881,10438,688935,135,14306.625,0.730,48.155,872,,,5,Lac,150,0.44,66,2.27,0.276,2732,9899,653304,130,13266.5,0.746,49.245,627
,,,,,,,2496,9043,596870,140,15386,0.588,38.793,365,,,,,,,,,,2607,9446,623413,140,15386,0.614,40.518,617,,,,,,,,,,2805,10163,670761,135,14306.625,0.710,46.885,859,,,,,,,,,,2751,9967,657848,135,14306.625,0.697,45.982,723
